nickname,llm_name,primary_metaphor,tell_mechanism,his_language,her_experience,what_expert_notices,signal_strength,scope,citation,,
Manipulative Morgan,Primary Psychopath,,poverty of affect (residue),,He talks about painful stuff from his past like he's reading a grocery list. I keep waiting for some kind of feeling and it never comes.,"Residue: she names the flatness as eerie calm; the absence is what she clocks, without diagnosing it.",clear leak,pattern,Hancock 2013,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,People-as-Instruments,borrowed-conscience framing,"You make me want to be better. I need you, you keep me grounded.",,Gagne: relationship as external conscience. She's assigned the JOB of his moral compass.,faint leak,snippet,Gagne 2024,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,People-as-Instruments,instrumental framing (residue),,"He says he can't do this without me, that I'm the only thing keeping him on track. It's a lot, but it also feels like he really needs me.","Residue: essential as a FUNCTION; the 'a lot' is the seam, not a diagnosis.",faint leak,pattern,Gagne 2024,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,calibrated gesture (residue),,"He always touches my arm at exactly the right moment, always knows the perfect thing to say. It feels really attentive.",Gagne: learned gesture for effect. 'Used to think' hints unease without naming rehearsal.,faint leak,pattern,Gagne 2024,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,Relationship-as-Machine,register violation (engineering vocabulary),We just need to recalibrate. The inputs are off and we can optimize this.,,Engineering vocab about an intimate bond. Gloss: logical/mature; expert: system operated from outside.,clear leak,snippet,FIA: Relationship-as-Machine,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,affect mismatch (flat response to her news),,I told him I lost my job and he just nodded and asked what we were doing for dinner. I know everyone processes things differently but it sat weird with me.,"Under-reaction to her distress. Contrast: a moment that should land hard, met with a logistics question. Hancock poverty-of-affect. She registers it, blames her own expectations.",faint leak,snippet,Hancock 2013,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,affect mismatch (flat response to others),,"We drove past a bad accident and the whole car went quiet, and he just kept talking about his weekend like none of it was there.","Empathy 0: others' suffering produces nothing. The contrast with everyone else's reaction is the tell, not the calm itself.",faint leak,snippet,Hancock 2013; Gagne 2024,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,affect mismatch (too-fast recovery),,"He had all the right reactions at the funeral, and then in the car twenty minutes later he was completely normal, joking even. I felt cold for even noticing.","Affect that switches off when the occasion passes. Correct display, no felt residue. Her guilt for noticing is the Internal Red Flag.",clear leak,snippet,Gagne 2024; Hancock 2013,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,learned-emotion seam (wrong intensity),,"His reaction was almost too big, like he was putting on a show. I felt guilty for thinking that.","Learned emotion miscalibrated: appropriate in type, a degree too much. 'Almost too big' keeps it uncanny, not obvious. She self-blames.",faint leak,snippet,Gagne 2024,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,Self-as-Observer-from-Outside,affect mismatch (curiosity instead of concern),,"When I was crying he watched me really closely, almost curious, and then he did exactly the right thing to comfort me. But the watching came first.","The analytic stance toward emotion: he studies her distress as data, then produces the correct response. 'Watching came first' is the seam. Ties to observer + learned-emotion clusters.",clear leak,snippet,Gagne 2024; FIA: Self-as-Observer,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,affect mismatch (flat narration of own trauma),Yeah that whole thing with my family was pretty bad. It is what it is. You ready to order?,,"His own painful history narrated in an even voice with a material pivot. Hancock: content/affect mismatch + physiological focus, his-side.",clear leak,snippet,Hancock 2013,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,"affect mismatch (flat narration, residue)",,"He talks about genuinely awful things from his past in this totally even voice, like he's reading the news. No anger, no hurt, nothing. I keep waiting for the feeling to show up.",Residue: she names the flatness as eerie absence ('waiting for the feeling') without diagnosing it.,clear leak,pattern,Hancock 2013; Gagne 2024,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,Vulnerability-as-Performance,learned-emotion seam (delayed/recited beat),,"There's this tiny pause before he reacts, like he's thinking about what to say, and then he says the perfect thing.",The calculation made visible: a half-beat delay while the felt response that should be automatic is selected instead. The 'perfectly' is the seam.,clear leak,pattern,Gagne 2024,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,affect mismatch (wrong-direction affect),,"When I told him about the health scare he got this curious look, then caught himself and looked concerned. It was so fast I figured I imagined it.","Wrong-direction affect: interest where alarm belongs, corrected a beat late. 'Figured I imagined it' = talked out of it. Very psychopath-specific.",clear leak,snippet,Gagne 2024; Hancock 2013,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,"affect mismatch (unmoved in crisis, residue)",,"Something went really wrong on our trip and I was a wreck, and he didn't react at all, almost more curious than worried. Everyone said how lucky I was to have someone so steady.","Poverty of fear + affect: crisis as mildly interesting rather than frightening. Reframed by her and others as enviable steadiness. Magnetic surface, absent-response seam.",faint leak,pattern,Hare PCL-R; Gagne 2024,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,extreme confidence (magnetic),I don't really get nervous. I just know how things are going to go.,,"Total unshakeable certainty. Magnetic early; the seam is it's TOO complete, no normal flicker of doubt anyone would have. Low-fear profile.",cover,snippet,"Hare PCL-R (low fear); Gottman/Jacobson 1998 [clinical typology, contested]",charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,extreme confidence (magnetic),"I never worry about being late, being judged, any of that. It just doesn't get to me.",,Serene disregard for the social anxieties that touch everyone. Reads as enviable ease; the absence of any nervousness is the tell.,cover,snippet,Hare PCL-R (low fear),charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,"cold non-neediness / dare (magnetic, contempt underneath)","I don't do jealousy and I don't chase. If someone wants to go, they go.",,Reads as refreshing security after needy exes. Underneath is cold non-attachment / a dare (Cobra taunt). Early it's purely attractive; contempt invisible.,cover,snippet,Gottman/Jacobson 1998 [contested]; Attachment 1,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,instrumental calm framed as maturity,I never lose my head. Getting emotional about things doesn't solve anything.,,Composure presented as maturity. The flat interior (poverty of affect/fear) dressed as admirable steadiness. Magnetic; the seam is the totality.,cover,snippet,Hancock 2013; Hare PCL-R,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,"extreme confidence (residue, magnetic)",,"His confidence is honestly the most attractive thing about him. Nothing seems to scare him or rattle him, and being around that makes me feel like everything's handled.","PURE enchantment, no suspicion. The fearlessness experienced as safety and magnetism. This is WHY she falls and stays. Cover that makes the danger believable.",cover,snippet,Hare PCL-R (low fear),charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,"fearless-in-crisis (residue, magnetic + faint seam)",,"Some guy got aggressive with us at a bar and I expected him to tense up like I did, but he actually got calmer, almost still. I felt safer with him, but it was also kind of strange how unbothered he was.","Cobra heart-rate-drop humanized: calmer as threat rises, in a NON-relational moment (no anger at her). Reads as protective strength; the 'strange' is the faint seam she dismisses.",faint leak,snippet,Gottman/Jacobson 1998 [contested]; Hare PCL-R,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,,"cold flash (glimpse, doubted)",,"There was one second where something passed over his face that I can't really describe, and then it was gone and he was laughing again. I'm sure it was nothing.","Glimpse-level only, no incident. A flicker of the cold interior, instantly repaired and doubted ('sure it was nothing'). Early-stage safe: nothing has happened she can narrate.",faint leak,snippet,Gottman/Jacobson 1998 [contested],charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,Self-as-Observer-from-Outside,"appraising look (glimpse, doubted)",,"Sometimes I catch him looking at me with this cool, almost evaluating expression, just for a beat, before the warm look comes back.","The instrumental gaze glimpsed: appraisal before warmth. Ties to observer cluster. A beat, not an event. She notes without naming.",faint leak,snippet,Gagne 2024; FIA: Self-as-Observer,charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,People-as-Instruments,"manufactured debt (unasked favor, disclaimed)","I took care of that bill for you. Don't even think about it, seriously. I just don't want you stressed.","He quietly paid something off for me before I even asked. I was overwhelmed, no one's ever just taken care of me like that.",Unasked favor that creates obligation; 'don't think about it' installs the debt by disclaiming it. Instrumental investment he can later draw on. Her residue purely grateful.,faint leak,snippet,FIA: People-as-Instruments; Hancock 2013 (instrumental framing),charm;boundary-pushing;false-reality,
Manipulative Morgan,Primary Psychopath,People-as-Instruments,manufactured debt (favor outpaces stage),Already handled it. Had your car looked at while you were at work. That's just what I do for people I'm invested in.,"He had my car fixed as a surprise. He says it's just how he is with people he cares about. I felt so looked after, and a little like I could never match it.",Invested in' is the ledger word. The favor outpaces the relationship's stage; the imbalance she feels (never match it) is the seeded debt. Cost accounted as investment.,faint leak,snippet,FIA: People-as-Instruments; Hancock 2013 (instrumental framing),charm;boundary-pushing;false-reality,
